product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
651fe753ea1d6ad3d5744c1bffd3d6e1,beleza_saude,56.0,609.0,1.0,50.0,16.0,16.0,11.0
c6e3c9a59b663e36a8b95b2dde81fa33,esporte_lazer,30.0,451.0,2.0,1300.0,30.0,10.0,25.0
fb29f48bfea41db52e349454f433340e,informatica_acessorios,59.0,690.0,1.0,300.0,39.0,9.0,20.0
c7a94c6dde9d81dc864941084dbdfe45,esporte_lazer,58.0,246.0,2.0,1100.0,60.0,15.0,15.0
9f1c3e71d56894398a42b050b07f1baa,cool_stuff,25.0,176.0,1.0,163.0,17.0,11.0,13.0
0fce35c0b7338bda3e52e2389f0c0762,moveis_decoracao,61.0,157.0,9.0,3450.0,41.0,15.0,25.0
0c71252f37443403376d2008034a7240,pet_shop,41.0,947.0,1.0,156.0,18.0,10.0,14.0
3ddc568a05383c2f24b4d47d1b41f819,perfumaria,58.0,1145.0,1.0,400.0,18.0,15.0,15.0
3c0c25556095f68ed9d05df570c9c587,pet_shop,45.0,3110.0,5.0,1620.0,40.0,30.0,30.0
437c05a395e9e47f9762e677a7068ce7,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
aede48631330269f65a8d680de491657,malas_acessorios,45.0,573.0,1.0,1400.0,48.0,10.0,33.0
b40bd352960044e281fa405937aac605,relogios_presentes,45.0,628.0,1.0,350.0,22.0,14.0,27.0
43d2e0df7224cb1c252c23cf36d597ad,bebes,41.0,449.0,2.0,1150.0,70.0,10.0,40.0
9b1689a9d895d266ce7134329b4e905c,esporte_lazer,60.0,576.0,2.0,2600.0,80.0,12.0,22.0
300469628605afcf5cc9759fb4cffc02,papelaria,58.0,205.0,3.0,250.0,24.0,7.0,14.0
ad88641611c35ebd59ecda07a9f17099,,,,,450.0,16.0,7.0,11.0
7da9810448a8f92f73339d58b1dd73a9,telefonia,49.0,346.0,5.0,100.0,19.0,3.0,11.0
41db6d8062fcd38410c699743ccc0265,telefonia,49.0,1438.0,2.0,125.0,19.0,5.0,11.0
bfebe3af6798e21f14c80263db86b7a0,perfumaria,59.0,489.0,1.0,494.0,20.0,17.0,17.0
cac9e5692471a0700418aa3400b9b2b1,bebes,57.0,2440.0,1.0,375.0,29.0,14.0,20.0
3d3204ab08bb14fe5114502ad7809384,bebes,22.0,336.0,1.0,900.0,32.0,32.0,15.0
ba5fb4ab9cd70d201b74b5bad9d4ca00,telefonia,42.0,347.0,2.0,125.0,17.0,6.0,13.0
fd0c762860528d119344e1377b574fc5,alimentos,45.0,723.0,1.0,317.0,16.0,10.0,11.0
3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,48.0,894.0,1.0,533.0,22.0,11.0,20.0
10070e29929f7c7d609ee3201f236b8e,casa_construcao,44.0,421.0,5.0,1250.0,23.0,30.0,15.0
e5a19f25b139394121110bbaab05087c,cool_stuff,49.0,527.0,4.0,3250.0,35.0,23.0,21.0
c8c073a1cae6a98799d7581958ede514,eletrodomesticos_2,43.0,1009.0,2.0,6025.0,32.0,35.0,35.0
afb2faf85bb85d4a5c466c8b7258f5ab,bebes,47.0,235.0,1.0,9400.0,75.0,15.0,50.0
5a848e4ab52fd5445cdc07aab1c40e48,,,,,400.0,20.0,12.0,15.0
e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0
34eb0685663d60e57a9ca086c8e33423,fashion_calcados,55.0,344.0,3.0,1850.0,36.0,37.0,16.0
f8b624d4e475bb8d1bddf1b65c6a64f6,utilidades_domesticas,46.0,323.0,1.0,2841.0,40.0,23.0,26.0
372124d6931c4bc48dd0d56075ebee7c,cama_mesa_banho,58.0,58.0,1.0,50.0,20.0,2.0,15.0
70d01ae15a5d5ee38388b90c0470d9b0,brinquedos,60.0,789.0,2.0,850.0,35.0,6.0,37.0
389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0
34d6306314a47fe15c1efdbc23302020,informatica_acessorios,38.0,301.0,1.0,107.0,7.0,7.0,10.0
f775e44f7a8609df5fc7a00faa8b458e,fashion_calcados,57.0,404.0,4.0,1500.0,22.0,12.0,33.0
9219ce85918a5d26bca1a6fddf3a1402,papelaria,48.0,275.0,1.0,500.0,19.0,44.0,34.0
1b01cabd433131aec917576c347f0dbd,relogios_presentes,52.0,687.0,1.0,550.0,20.0,12.0,15.0
016711f78a6a87696645db0a6a834826,beleza_saude,14.0,1366.0,2.0,1150.0,27.0,22.0,39.0
94cc774056d3f2b0dc693486a589025e,fashion_bolsas_e_acessorios,29.0,99.0,3.0,150.0,20.0,20.0,20.0
772583ef39582ddf5068eba0296c24f7,esporte_lazer,39.0,271.0,6.0,3050.0,51.0,13.0,31.0
7868a64aa111bbb4f41f8e1146c0becb,moveis_decoracao,59.0,438.0,1.0,1200.0,30.0,5.0,20.0
35afc973633aaeb6b877ff57b2793310,casa_conforto,56.0,176.0,1.0,1825.0,53.0,10.0,40.0
9091499533100191c6b89d09e43445e8,beleza_saude,51.0,191.0,4.0,50.0,19.0,11.0,23.0
05a9dadb8402b6b7ae3dd28f7da187b5,informatica_acessorios,59.0,3314.0,2.0,2950.0,20.0,20.0,20.0
53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0
7f72a8900b3d2fc8fa2635b7836d6e6e,brinquedos,38.0,571.0,1.0,147.0,14.0,10.0,12.0
42a2c92a0979a949ca4ea89ec5c7b934,utilidades_domesticas,41.0,799.0,1.0,7000.0,26.0,47.0,27.0
3fedaec688964ccf38949f271a51c888,papelaria,38.0,197.0,3.0,1200.0,40.0,15.0,30.0
386eebb43722ab502f04f7900bd2451b,beleza_saude,45.0,2231.0,3.0,117.0,15.0,4.0,12.0
b2545dd62c61d45d55ebaa04d1cb1e23,,,,,1475.0,42.0,24.0,31.0
87aff1d9a5e94db6840c5b963a5cef90,esporte_lazer,59.0,1732.0,5.0,1500.0,40.0,20.0,20.0
a12c9204f6f9e90ad1d8ba5571fbfed2,informatica_acessorios,31.0,614.0,2.0,600.0,19.0,13.0,20.0
85b2e22dc10456c8ce7b81f78ba8624b,cama_mesa_banho,52.0,289.0,1.0,2700.0,35.0,9.0,34.0
927225847efa8853ebf52c9b5b9b8cc6,bebes,41.0,1050.0,2.0,850.0,29.0,6.0,20.0
462646c1c1495199e63684d79e6e0d1b,papelaria,63.0,920.0,6.0,50.0,16.0,4.0,11.0
71a5f1c2a5fd9889ef26b5ac22aec9c6,moveis_decoracao,60.0,500.0,3.0,100.0,16.0,3.0,11.0
b64f2210138a8d97888314420d066b5e,utilidades_domesticas,59.0,981.0,7.0,1800.0,30.0,6.0,40.0
